0.000000000000000000e+00 9.338004910385510476e-03 8.803547124107562877e-03 6.161506822555807075e-03 1.114938945866109088e-02 1.238374461121431735e-02 1.446339354201321009e-02 1.070927036812443015e-02 1.139680324006034709e-02 9.258308378869520641e-03 1.656852061563232961e-02 2.076031050848892168e-02 7.556264776523627553e-03 7.170676252976765364e-03 1.022765683535236704e-02 9.289244934063014755e-03 1.164329680365773327e-02 8.021638833832854532e-03 9.225527729142795480e-03 7.592394955189328380e-03 1.242291600221989180e-02 7.745504117969206730e-03 7.629018968257118144e-03 1.384613985573876146e-02 7.133245199576152343e-03 8.264720426110106974e-03 9.153977606285149463e-03 1.076103911036551189e-02 1.190546709134579495e-02 7.247984566812869060e-03 7.899431227990000304e-03 8.860799198031676926e-03 1.517555570719549170e-02 6.870814222732283399e-03 7.143812011462490064e-03 6.003161107422476210e-03 9.554980525915334963e-03 9.266299979541155196e-03 7.569524992841034430e-03 1.916202666805333354e-02 1.556636139989717865e-02 1.209930308438771605e-02 1.094648574607678948e-02 8.280355343981121025e-03 1.064115270176574715e-02 9.869397536794638492e-03 6.590147900593292841e-03 8.795721592546957082e-03 6.207312539855608553e-03 8.010882307732619320e-03 1.338872593963280101e-02 1.016640686497414722e-02 1.224859368657900231e-02 1.109592037318930628e-02 8.386651079380379181e-03 8.708554700230719189e-03 1.389920128548037710e-02 9.204904018047528613e-03 8.586789808496673310e-03
9.338004910385510476e-03 0.000000000000000000e+00 1.000480554652030500e-02 9.409990499461834759e-03 1.148106988152353472e-02 1.542709273648020830e-02 1.689036486278608709e-02 1.425827671045495036e-02 1.423176919865344787e-02 9.805135138101323325e-03 1.473373416891402173e-02 2.049497118079125421e-02 8.373123233615512029e-03 1.101227911667452056e-02 1.071549412681097393e-02 1.078783765321673395e-02 1.412588846951742631e-02 1.137677089893380025e-02 1.077793293081484409e-02 1.058043592930897440e-02 1.237147268294106796e-02 1.123721447907800181e-02 1.060947364846731231e-02 1.645742368314417198e-02 1.048536867358426140e-02 1.014788005824045561e-02 1.084647202414207139e-02 1.287243699133374872e-02 1.320230629124447171e-02 1.033929061634118393e-02 1.006254734259570335e-02 1.100009902739850290e-02 1.442345534397978385e-02 1.013795173015489062e-02 9.961241197250562257e-03 9.082829680565887229e-03 1.061241063269712480e-02 1.058136845678564475e-02 1.053848277126970268e-02 1.804172322765082090e-02 1.536486480235029622e-02 1.122058187926967647e-02 1.181746420984970854e-02 1.113958405793443601e-02 1.246311161080792922e-02 1.099226780312103843e-02 9.525092145878471389e-03 1.091558039624718202e-02 9.995669975182010225e-03 1.171904412963726758e-02 1.299807847037543623e-02 1.098432208497558508e-02 1.322998206250211237e-02 1.132777543718353590e-02 1.074674860079563067e-02 1.112619384686028452e-02 1.589820285253736379e-02 1.222374983512257082e-02 1.065222284968427024e-02
8.803547124107562877e-03 1.000480554652030500e-02 0.000000000000000000e+00 7.190599739188232968e-03 1.355427856618239210e-02 1.422152069022157746e-02 1.642584637845445963e-02 1.314876893191752050e-02 1.330912459932929483e-02 1.120369828037082530e-02 1.748493238440462089e-02 2.229103042289393502e-02 9.533232506645381021e-03 9.938818284708229520e-03 1.237681458040470854e-02 1.169223427928368052e-02 1.384850656137086820e-02 1.099149040117524713e-02 1.157258217358754504e-02 1.071579940551512997e-02 1.413574416138083274e-02 1.066946869926975114e-02 1.054429758860507202e-02 1.574294500912232220e-02 9.897233963518062283e-03 1.089862447644471266e-02 1.127694208496316138e-02 1.279680508666082746e-02 1.384169387654008571e-02 1.017755907983247665e-02 1.072002265974632967e-02 1.139372527531835530e-02 1.641588591395646071e-02 9.775103331234099441e-03 9.942976091543603498e-03 7.565676435629468607e-03 1.171518376458382735e-02 1.186858073080760897e-02 9.954939286925420378e-03 2.017484696104482680e-02 1.716753508137331546e-02 1.235584023028923895e-02 1.273846455373201306e-02 1.083143244284859134e-02 1.311850031325524808e-02 1.209677449068875463e-02 9.010933382195791125e-03 1.094474741863808026e-02 8.699184064320625645e-03 1.043779321644880582e-02 1.452852677865102728e-02 1.239713790908029793e-02 1.398388589485095174e-02 1.309200228314814918e-02 1.024056345973570377e-02 1.109491052670301924e-02 1.597055730232791598e-02 1.132559471312417215e-02 1.058915379726529243e-02
6.161506822555807075e-03 9.409990499461834759e-03 7.190599739188232968e-03 0.000000000000000000e+00 1.197313240655234826e-02 1.206864051045674659e-02 1.456281433444463896e-02 1.091819886481163598e-02 1.100263838761226035e-02 9.919311142785462374e-03 1.630016714165892500e-02 2.158099049221835070e-02 7.493347432664688827e-03 7.278902109664262335e-03 1.068532063533994027e-02 1.012151888303989937e-02 1.155911492730524529e-02 8.015525500984607005e-03 9.595182835352543058e-03 7.959953442447001426e-03 1.306503613652583440e-02 7.599050522600766036e-03 7.926060988128393742e-03 1.369879722912113046e-02 6.903643997394480480e-03 8.766334728236898494e-03 9.481870763990834020e-03 1.049298125366208458e-02 1.177836546994218657e-02 7.374913154917278960e-03 8.343416931791971039e-03 9.172640449135944715e-03 1.524507445092153878e-02 6.764411568583636458e-03 7.532329743137566175e-03 4.580370100073965882e-03 9.501223433544396177e-03 9.898601687262611332e-03 7.599654597410762311e-03 1.908753948395685782e-02 1.599929548583764460e-02 1.160135147629878620e-02 1.143628256641085993e-02 8.724200352707470532e-03 1.139348928642903817e-02 1.063838164295038968e-02 6.360308991157137548e-03 9.251025562211320427e-03 5.752254340078530488e-03 7.868011635267391918e-03 1.355328905205053017e-02 1.098194090764701390e-02 1.227962920571300243e-02 1.130468468635790168e-02 7.913692897502853235e-03 9.050154482317655791e-03 1.441416929310943007e-02 9.181941580580570486e-03 9.057706287533218159e-03
1.114938945866109088e-02 1.148106988152353472e-02 1.355427856618239210e-02 1.197313240655234826e-02 0.000000000000000000e+00 1.565128980993770944e-02 1.605417890191031260e-02 1.407179115425037826e-02 1.416735995267602403e-02 9.470670539310898500e-03 1.416279744073919294e-02 1.688085731076480883e-02 8.515130472154082419e-03 1.216465117820623651e-02 8.907883033707559434e-03 7.737153586503445722e-03 1.377822879212194616e-02 1.070323110483023359e-02 9.278667319266884622e-03 9.112258278414735527e-03 1.015797971282608909e-02 1.114864839367288654e-02 1.062708220637920836e-02 1.626100184029281165e-02 1.272026221729418219e-02 8.273855681907119411e-03 8.014554106339812078e-03 1.216973689310087148e-02 1.212394147384896100e-02 9.778327459140274264e-03 8.826374077547100364e-03 9.395041197835277483e-03 1.087839654435148774e-02 1.034098869777757591e-02 9.591932679927672387e-03 1.189179036053391973e-02 9.438665686938530960e-03 7.232174477871818573e-03 1.135370059132929065e-02 1.683150789857664267e-02 1.098373763311160344e-02 1.157666029366020109e-02 9.712825528152708651e-03 1.027114326609271551e-02 9.816086715818296907e-03 7.128691824006111975e-03 1.016233320171837026e-02 9.089338752056416032e-03 1.132820482686857852e-02 1.276519455827078431e-02 1.036402897309090902e-02 5.937848194217775454e-03 1.105350161837058941e-02 8.209358645221048398e-03 1.106676603270478898e-02 9.715269343119056072e-03 1.382994119020973522e-02 1.202035750310952340e-02 1.025780698680742176e-02
1.238374461121431735e-02 1.542709273648020830e-02 1.422152069022157746e-02 1.206864051045674659e-02 1.565128980993770944e-02 0.000000000000000000e+00 1.341011079440733791e-02 1.378828969600358854e-02 1.198910960986890317e-02 1.377234998750219083e-02 1.946356569134955611e-02 2.363993426379765866e-02 1.260156132110895437e-02 1.167610596365920538e-02 1.441499450177489809e-02 1.420197320177020092e-02 1.431252280547854437e-02 9.490421243930857037e-03 1.310594514262001901e-02 1.102411513214966200e-02 1.659095264199166378e-02 9.879886491518160424e-03 1.121611451728881520e-02 1.460349330050712824e-02 1.223343666223104982e-02 1.224090240940545540e-02 1.318068868473453413e-02 1.176529366162572081e-02 1.468159513675314568e-02 1.053341852109302736e-02 1.223970683851226954e-02 1.219772293383850591e-02 1.884762221822597339e-02 1.070174548947678238e-02 1.156509799735546025e-02 1.145111264244950966e-02 1.300041939149855497e-02 1.395548831540481365e-02 1.110806073028321184e-02 2.281423183787421524e-02 1.905313452633476332e-02 1.594317720449554138e-02 1.506167765580800760e-02 1.245377616843499485e-02 1.411216932478757263e-02 1.416070201138892523e-02 1.097878682038609492e-02 1.315381101121459138e-02 1.108023493054561583e-02 1.184856135477690281e-02 1.776890842844608409e-02 1.485453268579890566e-02 1.476823808029268520e-02 1.513119219990515830e-02 1.162953145078442045e-02 1.250586886376637251e-02 1.626143009812985180e-02 1.185496377483663023e-02 1.252225607372076110e-02
1.446339354201321009e-02 1.689036486278608709e-02 1.642584637845445963e-02 1.456281433444463896e-02 1.605417890191031260e-02 1.341011079440733791e-02 0.000000000000000000e+00 1.704845224387034966e-02 1.364209725708967653e-02 1.468219290604439592e-02 2.128300495136199386e-02 2.346873161303368593e-02 1.397665633413098726e-02 1.499274226644106180e-02 1.548026758121486858e-02 1.553821382630966343e-02 1.585603237305423241e-02 1.116571310598996059e-02 1.372274243347355697e-02 1.248375929275396742e-02 1.718231126278181239e-02 1.152736422632391448e-02 1.297480870296427273e-02 1.663333401208067983e-02 1.457194772502841580e-02 1.371944294631028891e-02 1.404636132104618990e-02 1.238221970677253446e-02 1.545506549624155353e-02 1.203146670749322480e-02 1.361505519367326063e-02 1.334731692229603264e-02 1.942440762366153678e-02 1.190980073090251896e-02 1.340468523879287735e-02 1.378404382936608899e-02 1.392453820723069807e-02 1.523647972319880188e-02 1.337803300721624594e-02 2.497213528133553767e-02 1.986800518948096672e-02 1.722417112285271751e-02 1.627239440369748422e-02 1.400150511919288215e-02 1.436541613880627094e-02 1.452885411656763825e-02 1.227514105241394107e-02 1.475885600753239733e-02 1.411969089967958675e-02 1.534514211242899058e-02 1.843035673526825791e-02 1.547566016326228783e-02 1.509755538533450250e-02 1.581294165162817206e-02 1.283647079043443578e-02 1.371381673814773584e-02 1.538410616655871282e-02 1.337857044459884667e-02 1.363527762530085397e-02
1.070927036812443015e-02 1.425827671045495036e-02 1.314876893191752050e-02 1.091819886481163598e-02 1.407179115425037826e-02 1.378828969600358854e-02 1.704845224387034966e-02 0.000000000000000000e+00 1.427886055641920324e-02 1.288460463102514102e-02 1.832580436752175024e-02 2.333861509882629443e-02 1.141882356033482870e-02 8.239346353988744390e-03 1.334791139965635712e-02 1.273041711065443088e-02 1.417835985586940115e-02 1.121609318903763614e-02 1.334657361955963670e-02 1.081896448633338538e-02 1.601367801701113897e-02 1.113213533875079958e-02 1.094612649894398729e-02 1.528686133987394898e-02 1.080211987102132863e-02 1.119256057434046304e-02 1.230870564112517343e-02 1.410561529145138229e-02 1.520306788537907454e-02 1.099416610451722613e-02 1.124734790881443819e-02 1.247309562647312686e-02 1.798416072630707949e-02 1.118812108906578132e-02 1.038641944099760912e-02 1.037711128396345654e-02 1.324436001444655696e-02 1.270063707337209039e-02 1.091957512923098436e-02 1.976020586564637693e-02 1.805968430253071522e-02 1.561756716208740486e-02 1.423460514254790317e-02 1.107195470293041890e-02 1.414240244794138547e-02 1.357273563758318834e-02 1.073270324331035072e-02 1.189217393956417540e-02 8.256106667098297644e-03 8.151018716086987775e-03 1.650917525563583635e-02 1.344883834125898403e-02 1.576978084453545259e-02 1.475047791130696360e-02 1.237781293936924924e-02 1.199155715587914631e-02 1.684254126986193395e-02 1.126254372955650188e-02 1.228226477427608355e-02
1.139680324006034709e-02 1.423176919865344787e-02 1.330912459932929483e-02 1.100263838761226035e-02 1.416735995267602403e-02 1.198910960986890317e-02 1.364209725708967653e-02 1.427886055641920324e-02 0.000000000000000000e+00 1.248127547410876961e-02 1.899902459026828194e-02 2.283038007580341297e-02 1.104248956502811713e-02 1.180510422523841675e-02 1.299563602266129783e-02 1.289974030410278964e-02 1.320157630071881749e-02 8.288650579873040047e-03 1.123747494667970588e-02 9.560325766314083096e-03 1.532586212741391188e-02 8.211079078304910767e-03 1.010634277533963531e-02 1.450626684079011491e-02 1.152478435821456537e-02 1.076754097212484496e-02 1.152113411400718275e-02 9.770665969574945930e-03 1.289663551702544160e-02 9.008127591340977375e-03 1.083416618428511766e-02 1.045786693394460364e-02 1.759346281970253570e-02 8.757129940859942688e-03 1.038484646339554729e-02 1.014165862723675864e-02 1.102390379716978140e-02 1.276691955398469129e-02 1.045448940862314831e-02 2.245683483840430622e-02 1.775283043231772398e-02 1.464971465803380918e-02 1.344382712553262790e-02 1.133352882015845747e-02 1.266373499989618609e-02 1.233981662510380203e-02 9.278699690415689524e-03 1.168855135275491570e-02 1.075757485062826986e-02 1.227550783719395626e-02 1.606481590024856632e-02 1.333431346869080013e-02 1.271180857063630189e-02 1.320528353544175686e-02 9.735126405204354641e-03 1.109756055072178178e-02 1.503654559483056513e-02 1.103935249205447236e-02 1.122597803350718938e-02
9.258308378869520641e-03 9.805135138101323325e-03 1.120369828037082530e-02 9.919311142785462374e-03 9.470670539310898500e-03 1.377234998750219083e-02 1.468219290604439592e-02 1.288460463102514102e-02 1.248127547410876961e-02 0.000000000000000000e+00 1.417112556377306959e-02 1.804377587258306284e-02 6.653067300699306956e-03 1.029757190861789115e-02 8.144286014278783598e-03 9.031452219783759477e-03 1.149737626646364988e-02 8.928454505888888670e-03 8.987229774936482396e-03 7.538412221434595897e-03 1.113654412663942633e-02 9.093040735455868231e-03 8.703184336152594569e-03 1.462573680740696450e-02 1.022515052704097219e-02 7.640506070013568761e-03 8.242949480524321137e-03 1.067783795949971831e-02 1.031424469607226946e-02 7.781891358648517984e-03 7.690289599008346723e-03 7.880647958746355916e-03 1.332457986999035365e-02 8.091354905025835778e-03 7.621573036923388368e-03 9.463923454089471707e-03 7.950276210496034709e-03 8.278470860321001518e-03 9.062840967139032880e-03 1.728769438488665655e-02 1.285648030740306133e-02 1.030606688473630073e-02 1.005234373196537724e-02 8.553390952676409240e-03 9.600367701109294161e-03 8.228137180211302429e-03 7.709750712285181815e-03 8.646575421005624554e-03 9.489158530783321083e-03 1.088692204533907998e-02 1.133581477812837732e-02 8.942185990899490997e-03 9.930482342052422001e-03 9.114155366444127299e-03 8.775579345067662310e-03 8.396843353212425642e-03 1.351042118114913204e-02 1.001205481908322599e-02 8.308576316778309989e-03
